	title	category
1673	Tysfjord-mann siktet for fem voldtekter	norge
1674	Språket vårt: Og/å-bukett	kultur
1675	Jobbekspertene: Når vet jeg om arbeidsgiveren har kastet søknaden min?	okonomi
1676	Ingvild Tennfjord: Alt du trenger til feiringen	amagasinet
1677	Venstre mer enn halvert på ny måling	norge
1678	Han var ikke helt fornøyd med den første. Men denne yachten er vel stor nok?	okonomi
1679	Gå berserk i krydderhyllen og lag din egen juledrikk	amagasinet
1680	«Kongens nei» nærmere en Oscar-nominasjon	kultur
1681	Nekrolog: Helge Vold	personalia
1682	Her får du sannheten om klimagassutslippene dine	amagasinet
1683	Foreldre tiltalt for å ha ristet baby til døde	norge
1684	Kort sagt	meninger
1685	Evakuerte på Svalbard får flytte hjem	norge
1686	Lars Toft-Eriksen vil til Lillehammer Kunstmuseum	kultur
1687	Midt under middagen braste bilen inn i huset	norge
1688	Under streken	norge
1689	Kvinne innrømmer å ha gitt ektemannen musegift	norge
1690	Byrådet vet ikke hvor mye søppelkaoset har kostet kommunen	osloby
1691	Heimevernet forbereder seg på å kutte 7.000 soldater	norge
1692	Rekkehus overtent på få minutter - fire familier mistet alt	norge
1693	Kort sagt, 28. desember	meninger
1694	Skal hylle Leonard Cohen i Oslo	kultur
1695	STUCK ep. 8: Wedding Busters	verden
1696	Kronikk: Han spådde forbausende riktig om Norge over 200 år frem i tid - men ble sensurert av kongen | Tore Stubberud	meninger
1697	Bare styrelederen ville kaste Telenor-sjef Sigve Brekke	okonomi
1698	Hvor vanskelig kan det være å bli et bedre menneske?	amagasinet
1699	Bidro Putin til at Trump ble valgt? Her er seks spørsmål og svar som forklarer hacker-skandalen i USA.	verden
1700	Kort sagt 20. desember	meninger
1701	Oppvokst i Norge, palestinske foreldre: – Julen er en av de beste høytidene i året, sett bort fra Eid	meninger
1702	Obama advarer Trump mot å utfordre Kina	verden
1703	Først Brexit. Deretter Trump. Nå kan Italias statsminister bli neste offer for den populistiske bølgen.	verden
1704	Tre personer involvert i frontkollisjon på Romerike	norge
1705	UPs nye supervåpen mot rusede sjåfører slår alle rekorder	norge
1706	Minst 27 drept i fyrverkerieksplosjon i Mexico	verden
1707	Venstre-motstand mot Amundsen	norge
1708	Frykter nye telefonsalg-regler: – Et dolkestøt mot norsk næringsliv	norge
1709	Putin-vennlige politikere får makten i land etter land. Nå kan den tøffe linjen overfor Russland ryke.	verden
1710	Forskere mener budsjettkameratene pynter på klimatallene	okonomi
1711	Regjeringen forbereder seg på skjebne-mandag.	norge
1712	Fellesskapet taper på at private områder i byen lukkes	meninger
1713	Politiet tror eier brente ned sitt eget hotell	norge
1714	Kina forbyr handel med elfenben. Den kan bli redningen for den afrikanske elefanten.	verden
1715	Den siktede 15-åringen var ikke til stede under fengslingsmøtet i Kristiansand	norge
1716	Trump vil avbestille nytt «Air Force One»	verden
1717	Frp frem og Venstre tilbake etter budsjettstrid	norge
1718	Fortsatt tar Bernt Apeland seg selv i å tenke: Fikk jeg virkelig den jobben?	amagasinet
1719	Nekrolog: Otto Christian Hagemann	personalia
1720	Nytt forslag om å utsette slukking av FM-nettet	norge
1721	Uviss fremtid i Italia	meninger
1722	Italias statsminister trekker seg etter dundrende valgnederlag. Det kan berede grunnen for populistene.	verden
1723	Aftenposten mener: Viktig gulrot til lærlingebedrifter	meninger
1724	15 pågrepet etter rekordbeslag av kokain i Australia	verden
1725	Under streken	norge
1726	Under streken	norge
1727	Ti teknonyheter som vil prege 2017	kultur
1728	Foreldrepar siktet for å ha forgiftet datteren	norge
1729	Ekstremværet er over, men mange veier er fremdeles stengt	norge
1730	600.000 nordmenn så denne steke grad for grad på NRK	kultur
1731	Tilby eldre forskere sluttpakke og slipp de unge til | Nils Chr. Stenseth	meninger
1732	Nei, Inga Marte, en volds-selvangivelse for foreldre vil ikke hjelpe utsatte barn.	meninger
1733	I dag kan det etablerte Europa bli rystet igjen. Nå går velgerne til urnene i Italia og Østerrike.	verden
1734	Drepte med sabellignende kniv i Elverum	norge
1735	Kronikk: Kjære Norge, arrester Henry Kissinger - mannen som planla kuppet hvor min bestefar ble drept	kronikk
1736	Regjeringen bruker millioner på å papirflytte offentlig ansatte: - Oppfattes som ren sminking av tall og budsjetter	norge
